requirement_id,method,object_sequence,assessment_object,source_page_start,source_page_end
SI.L2-3.14.2,INTERVIEW,2,personnel with information security responsibilities,257,259
SI.L2-3.14.2,INTERVIEW,3,"personnel installing, configuring, and maintaining the system",257,259
SI.L2-3.14.2,INTERVIEW,4,personnel with responsibility for malicious code protection,257,259
SI.L2-3.14.2,INTERVIEW,5,personnel with configuration management responsibility,257,259
SI.L2-3.14.2,TEST,1,"Organizational processes for employing, updating, and configuring malicious code protection mechanisms",257,259
SI.L2-3.14.2,TEST,2,organizational process for addressing false positives and resulting potential impact,257,259
SI.L2-3.14.2,TEST,3,"mechanisms supporting or implementing employing, updating, and configuring malicious code protection mechanisms",257,259
SI.L2-3.14.2,TEST,4,mechanisms supporting or implementing malicious code scanning and subsequent actions,257,259
SI.L2-3.14.3,EXAMINE,1,System and information integrity policy,260,261
SI.L2-3.14.3,EXAMINE,2,"procedures addressing security alerts, advisories, and directives",260,261
SI.L2-3.14.3,EXAMINE,3,system security plan,260,261
SI.L2-3.14.3,EXAMINE,4,records of security alerts and advisories,260,261
SI.L2-3.14.3,EXAMINE,5,other relevant documents or records,260,261
SI.L2-3.14.3,INTERVIEW,1,Personnel with security alert and advisory responsibilities,260,261
SI.L2-3.14.3,INTERVIEW,2,"personnel implementing, operating, maintaining, and using the system",260,261
SI.L2-3.14.3,INTERVIEW,3,"personnel, organizational elements, and external organizations to whom alerts, advisories, and directives are to be disseminated",260,261
SI.L2-3.14.3,INTERVIEW,4,system or network administrators,260,261
SI.L2-3.14.3,INTERVIEW,5,personnel with information security responsibilities,260,261
SI.L2-3.14.3,TEST,1,"Organizational processes for defining, receiving, generating, disseminating, and complying with security alerts, advisories, and directives",260,261
SI.L2-3.14.3,TEST,2,"mechanisms supporting or implementing definition, receipt, generation, and dissemination of security alerts, advisories, and directives",260,261
SI.L2-3.14.3,TEST,3,mechanisms supporting or implementing security directives,260,261
SI.L2-3.14.4,EXAMINE,1,System and information integrity policy,262,263
SI.L2-3.14.4,EXAMINE,2,configuration management policy and procedures,262,263
SI.L2-3.14.4,EXAMINE,3,procedures addressing malicious code protection,262,263
SI.L2-3.14.4,EXAMINE,4,malicious code protection mechanisms,262,263
SI.L2-3.14.4,EXAMINE,5,records of malicious code protection updates,262,263
SI.L2-3.14.4,EXAMINE,6,system security plan,262,263
SI.L2-3.14.4,EXAMINE,7,system design documentation,262,263
SI.L2-3.14.4,EXAMINE,8,system configuration settings and associated documentation,262,263
SI.L2-3.14.4,EXAMINE,9,scan results from malicious code protection mechanisms,262,263
SI.L2-3.14.4,EXAMINE,10,record of actions initiated by malicious code protection mechanisms in response to malicious code detection,262,263
SI.L2-3.14.4,EXAMINE,11,system audit logs and records,262,263
SI.L2-3.14.4,EXAMINE,12,other relevant documents or records,262,263
SI.L2-3.14.4,INTERVIEW,1,System or network administrators,262,263
SI.L2-3.14.4,INTERVIEW,2,personnel with information security responsibilities,262,263
SI.L2-3.14.4,INTERVIEW,3,"personnel installing, configuring, and maintaining the system",262,263
SI.L2-3.14.4,INTERVIEW,4,personnel with responsibility for malicious code protection,262,263
SI.L2-3.14.4,INTERVIEW,5,personnel with configuration management responsibility,262,263
SI.L2-3.14.4,TEST,1,"Organizational processes for employing, updating, and configuring malicious code protection mechanisms",262,263
SI.L2-3.14.4,TEST,2,organizational process for addressing false positives and resulting potential impact,262,263
SI.L2-3.14.4,TEST,3,mechanisms supporting or implementing malicious code protection mechanisms (including updates and configurations),262,263
SI.L2-3.14.4,TEST,4,mechanisms supporting or implementing malicious code scanning and subsequent actions,262,263
SI.L2-3.14.5,EXAMINE,1,System and information integrity policy,264,265
SI.L2-3.14.5,EXAMINE,2,configuration management policy and procedures,264,265
SI.L2-3.14.5,EXAMINE,3,procedures addressing malicious code protection,264,265
SI.L2-3.14.5,EXAMINE,4,malicious code protection mechanisms,264,265
SI.L2-3.14.5,EXAMINE,5,records of malicious code protection updates,264,265
SI.L2-3.14.5,EXAMINE,6,system security plan,264,265
SI.L2-3.14.5,EXAMINE,7,system design documentation,264,265
SI.L2-3.14.5,EXAMINE,8,system configuration settings and associated documentation,264,265
SI.L2-3.14.5,EXAMINE,9,scan results from malicious code protection mechanisms,264,265
SI.L2-3.14.5,EXAMINE,10,record of actions initiated by malicious code protection mechanisms in response to malicious code detection,264,265
SI.L2-3.14.5,EXAMINE,11,system audit logs and records,264,265
SI.L2-3.14.5,EXAMINE,12,other relevant documents or records,264,265
SI.L2-3.14.5,INTERVIEW,1,System or network administrators,264,265
SI.L2-3.14.5,INTERVIEW,2,personnel with information security responsibilities,264,265
SI.L2-3.14.5,INTERVIEW,3,"personnel installing, configuring, and maintaining the system",264,265
SI.L2-3.14.5,INTERVIEW,4,personnel with responsibility for malicious code protection,264,265
SI.L2-3.14.5,INTERVIEW,5,personnel with configuration management responsibility,264,265
SI.L2-3.14.5,TEST,1,"Organizational processes for employing, updating, and configuring malicious code protection mechanisms",264,265
SI.L2-3.14.5,TEST,2,organizational process for addressing false positives and resulting potential impact,264,265
SI.L2-3.14.5,TEST,3,mechanisms supporting or implementing malicious code protection mechanisms (including updates and configurations),264,265
SI.L2-3.14.5,TEST,4,mechanisms supporting or implementing malicious code scanning and subsequent actions,264,265
SI.L2-3.14.6,EXAMINE,1,System and information integrity policy,266,268
SI.L2-3.14.6,EXAMINE,2,pr ocedures addressing system monitoring tools and techniques,266,268
SI.L2-3.14.6,EXAMINE,3,continuous monitoring strategy,266,268
SI.L2-3.14.6,EXAMINE,4,procedures addressing system monitoring tools and techniques,266,268
SI.L2-3.14.6,EXAMINE,5,facility diagram or layout,266,268
SI.L2-3.14.6,EXAMINE,6,system security plan,266,268
SI.L2-3.14.6,EXAMINE,7,system monitoring tools and techniques documentation,266,268
SI.L2-3.14.6,EXAMINE,8,system design documentation,266,268
SI.L2-3.14.6,EXAMINE,9,locations within system where monitoring devices are deployed,266,268
SI.L2-3.14.6,EXAMINE,10,system protocols,266,268
SI.L2-3.14.6,EXAMINE,11,system configuration settings and associated documentation,266,268
SI.L2-3.14.6,EXAMINE,12,system audit logs and records,266,268
SI.L2-3.14.6,EXAMINE,13,other relevant documents or records,266,268
SI.L2-3.14.6,INTERVIEW,1,System or network administrators,266,268
SI.L2-3.14.6,INTERVIEW,2,personnel with information security responsibilities,266,268
SI.L2-3.14.6,INTERVIEW,3,"personnel installing, configuring, and maintaining the system",266,268
SI.L2-3.14.6,INTERVIEW,4,personnel with responsibility monitoring the system,266,268
SI.L2-3.14.6,INTERVIEW,5,personnel with responsibility for the intrusion detection system,266,268
SI.L2-3.14.6,TEST,1,Organizational processes for system monitoring,266,268
SI.L2-3.14.6,TEST,2,mechanisms supporting or implementing intrusion detection capability and system monitoring,266,268
SI.L2-3.14.6,TEST,3,mechanisms supporting or implementing system monitoring capability,266,268
SI.L2-3.14.6,TEST,4,organizational processes for intrusion detection and system monitoring,266,268
SI.L2-3.14.6,TEST,5,"mechanisms supporting or implementing the monitoring of inbound and outbound communications traffic]. 229 NIST SP 800-171A, pp. 63-64. SI.L2-3.14.6 - Monitor Communications for Attacks",266,268
SI.L2-3.14.7,EXAMINE,1,Continuous monitoring strategy,269,276
SI.L2-3.14.7,EXAMINE,2,system and information integrity policy,269,276
SI.L2-3.14.7,EXAMINE,3,procedures addressing system monitoring tools and techniques,269,276
SI.L2-3.14.7,EXAMINE,4,facility diagram/layout,269,276
SI.L2-3.14.7,EXAMINE,5,system security plan,269,276
SI.L2-3.14.7,EXAMINE,6,system design documentation,269,276
SI.L2-3.14.7,EXAMINE,7,system monitoring tools and techniques documentation,269,276
SI.L2-3.14.7,EXAMINE,8,locations within system where monitoring devices are deployed,269,276
SI.L2-3.14.7,EXAMINE,9,system configuration settings and associated documentation,269,276
SI.L2-3.14.7,EXAMINE,10,other relevant documents or records,269,276
SI.L2-3.14.7,INTERVIEW,1,System or network administrators,269,276
SI.L2-3.14.7,INTERVIEW,2,personnel with information security responsibilities,269,276
SI.L2-3.14.7,INTERVIEW,3,"personnel installing, configuring, and maintaining th e system",269,276
SI.L2-3.14.7,INTERVIEW,4,personnel with responsibility for monitoring the system,269,276
SI.L2-3.14.7,TEST,1,Organizational processes for system monitoring,269,276
SI.L2-3.14.7,TEST,2,mechanisms supporting or implementing system monitoring capability,269,276
